date,sessions,signups,trials_started,active_users,mrr,arr,cac,latency_ms,latency_sec,p99_latency_ms,cpu_util_pct,error_rate,success_rate,uptime_pct,churn_pct,support_tickets,nps
2024-05-04,7188.1654,127.7617,91.7665,2206.9897,66661.0198,799882.6125,186.0498,240.0194,0.2400,817.0123,63.9203,0.0332,0.9668,98.8969,2.2366,104.0862,41.3339
2024-05-05,7014.4403,123.0498,87.4149,2147.1447,65464.7028,785596.5492,182.8790,247.3591,0.2474,853.5091,64.6599,0.0337,0.9663,98.8000,2.3443,104.1237,40.1697
2024-05-06,7038.7001,121.7429,87.9781,2125.2004,65611.1354,787335.4744,188.2382,234.7186,0.2347,787.1802,58.1141,0.0308,0.9692,98.8840,2.2467,103.7473,43.8809
2024-05-07,6829.0244,124.1857,89.3943,2023.9272,65512.5939,786158.7414,192.8577,222.3824,0.2224,729.4896,54.5173,0.0283,0.9717,98.9993,1.9773,105.0141,41.7480
2024-05-08,6394.8958,125.5096,90.3247,1996.2511,66403.6870,796884.9733,185.5410,205.5779,0.2056,733.0485,48.2683,0.0256,0.9744,99.1025,2.2110,105.2203,45.7604
2024-05-09,6236.2815,105.7397,76.1765,1771.8331,62976.1262,755743.7462,185.4468,206.4282,0.2064,711.7174,50.6210,0.0250,0.9750,99.1588,2.0663,106.2246,40.0633
2024-05-10,6336.3556,107.8486,77.7774,1939.0306,63410.3210,760925.4024,189.9098,205.8232,0.2058,700.9569,53.9457,0.0267,0.9733,99.0770,2.2556,104.5949,39.4965
2024-06-11,6380.8865,110.2735,80.5386,1826.6830,64168.0611,770026.7535,193.9869,188.4288,0.1884,670.6780,47.6108,0.0240,0.9760,99.1845,2.3110,104.7140,40.7496
2024-06-12,6493.3359,124.7203,89.8918,1938.2428,64949.9495,779404.4036,189.4593,192.9172,0.1929,642.7203,46.9783,0.0242,0.9758,99.1399,2.3331,104.2314,46.6626
2024-06-13,6733.4532,122.7634,88.8040,1921.1436,66903.6726,802874.0846,171.5180,188.3501,0.1884,631.4276,52.7917,0.0231,0.9769,99.1897,2.2696,101.9876,44.6959
2024-06-14,6575.2368,126.1675,90.5893,1832.0992,66477.6822,797761.1378,174.2430,172.4728,0.1725,581.7054,49.2875,0.0205,0.9795,99.2895,2.6574,104.5062,42.7320
2024-06-15,6060.2897,114.2169,82.4140,1700.4658,65396.5708,784765.8739,181.1499,174.8219,0.1748,600.9453,48.6112,0.0216,0.9784,99.2264,2.5312,103.0184,42.2319
2024-06-16,6857.2789,133.4325,95.9215,1948.6610,68252.2307,818994.0612,175.5066,185.4557,0.1855,625.5811,45.2774,0.0234,0.9766,99.1859,2.3487,104.0825,42.9829
2024-06-17,7105.2408,137.6139,99.0133,2164.0251,69786.8396,837477.1327,173.5399,189.1594,0.1892,653.2352,50.2689,0.0227,0.9773,99.1992,2.3003,105.0642,39.1078
2024-06-18,7993.5322,151.6595,108.7557,2319.4924,71276.9578,855360.8002,172.2067,176.3915,0.1764,596.0648,44.9109,0.0214,0.9786,99.2559,2.3262,106.5282,43.4789
2024-06-19,8379.1612,164.0754,117.7381,2431.8846,74015.7067,888147.2240,169.3046,170.1477,0.1701,594.8703,44.3462,0.0208,0.9792,99.2435,2.5143,106.0877,40.5256
2024-06-20,8423.3445,156.2023,112.6949,2428.2382,73798.2176,885595.4582,161.6559,172.0519,0.1721,591.2164,45.2544,0.0202,0.9798,99.2516,2.4650,103.1216,42.6715
2024-06-21,8345.4949,160.0068,115.5767,2461.9486,74183.3510,890186.1564,173.9397,161.9949,0.1620,531.2320,45.3599,0.0191,0.9809,99.3602,2.8030,103.9603,42.0537
2024-06-22,8274.7990,171.7703,123.9065,2441.1477,75624.2613,907405.3202,161.4058,187.4906,0.1875,637.6490,46.7686,0.0223,0.9777,99.2217,2.2816,103.9244,42.8899
2024-06-23,8990.0691,172.1247,123.6055,2699.7286,75941.7783,911300.8518,163.8327,194.5316,0.1945,648.1052,49.2663,0.0246,0.9754,99.1363,2.2602,104.7989,40.6380
2024-06-24,8747.7141,174.0884,125.5049,2549.8400,76884.5533,922653.7841,170.8502,188.7676,0.1888,640.6808,48.4773,0.0237,0.9763,99.2236,2.2991,104.7025,44.8060
2024-06-25,9041.7624,177.8572,126.8176,2612.2790,76790.3940,921456.8258,174.1828,205.4401,0.2054,699.0228,53.0007,0.0259,0.9741,99.1158,2.2017,106.3361,43.0572
2024-06-26,9260.8800,175.1558,126.5818,2752.5640,75555.2360,906635.8978,168.8875,219.0368,0.2190,772.4907,54.6889,0.0295,0.9705,98.9772,2.0602,107.0490,39.7342
2024-06-27,8496.8223,164.4856,118.4174,2576.1192,73701.6548,884461.6958,172.7881,237.7692,0.2378,806.0788,60.0748,0.0320,0.9680,98.8659,2.2345,106.7264,43.3003
2024-06-28,8370.2011,160.7171,115.8561,2533.2740,73032.5496,876347.8140,171.7600,252.4653,0.2525,839.2929,65.0959,0.0343,0.9657,98.8075,2.3874,109.6951,41.0017
2024-06-01,8458.1594,160.1165,115.8630,2459.2694,73145.6614,877711.4755,176.9965,257.5961,0.2576,877.6296,64.7571,0.0346,0.9654,98.7963,2.4431,109.0840,43.1398
2024-06-02,8389.9978,166.9706,120.0190,2472.9791,72592.5422,871098.8649,172.2027,265.9059,0.2659,890.3949,68.1285,0.0378,0.9622,98.6726,2.5880,106.5720,44.5080
2024-06-03,8090.5064,156.3811,113.0731,2436.1433,73088.3313,877085.8431,179.8214,263.5350,0.2635,918.7374,67.9817,0.0368,0.9632,98.7419,2.6334,106.8154,40.5780
2024-06-04,8333.5260,164.6585,118.3462,2461.7150,74186.1628,890260.0038,171.7045,246.5662,0.2466,847.4147,63.7009,0.0322,0.9678,98.8883,2.2671,107.4917,41.9204
2024-06-05,8715.3285,174.0242,125.5732,2536.1020,74763.3888,897140.6276,171.6900,246.7416,0.2467,858.5179,64.8968,0.0331,0.9669,98.8554,2.2930,108.2770,42.2139
2024-06-06,9024.0398,179.1596,128.8036,2735.6412,75366.6121,904388.0108,170.7766,227.1324,0.2271,767.8380,55.2455,0.0304,0.9696,98.9194,2.0713,107.7400,42.1310
2024-06-07,8985.4840,170.4745,122.9000,2697.0733,76186.6353,914244.1561,170.5243,228.1846,0.2282,763.5505,55.0784,0.0295,0.9705,98.9557,2.0689,107.8280,48.0070
2024-06-08,9171.5774,176.0075,127.4475,2801.6179,76349.3866,916178.0884,171.7949,241.1179,0.2411,823.7796,62.3759,0.0313,0.9687,98.9269,2.4197,106.9301,43.0533
2024-06-09,9193.0516,175.4269,125.9975,2849.3937,74872.5361,898436.9189,173.7653,250.5252,0.2505,835.4481,64.3142,0.0330,0.9670,98.8497,2.3863,106.5399,38.6631
2024-06-10,9119.8932,169.2264,121.5531,2752.9061,75456.8786,905439.8861,173.4431,261.9428,0.2619,879.2486,68.2927,0.0355,0.9645,98.7481,2.5241,107.4404,42.3512
2024-06-11,9015.5853,171.0675,123.0183,2689.2577,75339.2028,904099.7717,171.4899,248.8869,0.2489,837.3655,64.7428,0.0330,0.9670,98.8520,2.3455,106.9253,40.4145
2024-06-12,9144.1825,174.9600,126.1297,2760.0737,75564.6708,906768.2152,168.4576,269.2068,0.2692,913.9275,69.9928,0.0363,0.9637,98.7311,2.7761,107.8899,49.2120
2024-07-13,8798.7961,176.3081,128.3029,2754.5453,75339.4381,904188.3477,167.0181,253.1462,0.2531,842.5251,63.0814,0.0336,0.9664,98.8160,2.3397,107.7021,40.1695
2024-07-14,9398.7062,171.9927,123.5622,2907.6685,75882.0885,910610.8431,183.3823,246.2272,0.2462,812.4149,58.1614,0.0322,0.9678,98.8695,2.3807,107.9128,38.7741
2024-07-15,8885.9692,166.8485,119.1404,2798.2934,73749.1393,884960.6058,185.3213,271.4684,0.2715,940.8083,67.9655,0.0364,0.9636,98.7412,2.7775,107.6328,44.1930
2024-07-16,9141.9197,169.9658,122.0665,2817.6159,74643.3729,895721.4465,179.1467,264.6387,0.2646,893.5309,62.7365,0.0348,0.9652,98.7894,2.6949,109.1046,40.4990
2024-07-17,8801.3043,170.5898,122.0597,2786.3378,74184.4844,890228.3225,179.1250,241.6704,0.2417,819.8227,57.8489,0.0302,0.9698,98.9259,2.2279,109.3468,40.9115
2024-07-18,8530.9185,166.4895,119.6106,2636.4802,73902.5299,886847.1336,179.2181,251.4123,0.2514,862.4438,62.0186,0.0330,0.9670,98.8324,2.3487,108.5134,41.3494
2024-07-19,8564.2032,161.2927,116.1523,2645.2948,72586.2634,871053.8442,180.0951,237.0204,0.2370,811.6131,58.1573,0.0309,0.9691,98.9246,2.3985,108.7644,40.0527
2024-07-20,8562.2843,150.3249,107.7766,2691.1005,71458.1826,857517.1418,192.7677,265.8949,0.2659,896.4492,66.3439,0.0350,0.9650,98.7554,2.6552,110.2776,40.8229
2024-07-21,8531.2088,159.8992,114.8066,2682.1196,71369.6993,856431.7698,197.7016,258.8041,0.2588,874.8870,63.7108,0.0346,0.9654,98.7935,2.4431,110.6928,35.5714
2024-07-22,8426.1438,154.7811,110.5389,2649.9705,71091.0705,853119.6494,198.2918,283.8501,0.2839,985.1834,72.1450,0.0376,0.9624,98.6833,3.1653,109.5309,41.7486
2024-07-23,8140.3972,147.9839,106.6513,2586.2767,69101.4077,829304.9555,198.5512,279.9626,0.2800,967.6491,65.1003,0.0372,0.9628,98.6723,3.0141,108.7252,43.9491
2024-07-24,8071.1869,138.9670,99.7030,2626.6499,68633.7343,823588.1251,188.0318,302.5864,0.3026,1038.3645,75.1641,0.0406,0.9594,98.5328,3.9533,107.5866,47.5533
2024-07-25,8389.2473,148.6644,107.5860,2632.9460,70342.2529,844092.7101,197.7845,335.7483,0.3357,1162.3266,81.7131,0.0473,0.9527,98.3294,5.5483,109.3002,42.2512
2024-07-26,8450.1088,153.2348,110.8596,2592.4525,70086.1142,841062.5169,199.1497,331.1927,0.3312,1103.5213,84.0285,0.0457,0.9543,98.4001,5.1946,109.6053,44.5016
2024-07-27,8300.1000,142.5090,102.1947,2683.3766,68732.1146,824835.9323,205.6227,303.2378,0.3032,1033.1262,71.6340,0.0411,0.9589,98.5619,4.0212,110.7346,39.9382
2024-07-28,8105.1506,139.0045,99.9167,2717.6002,68537.4893,822483.3410,205.0027,313.5457,0.3135,1063.1803,76.8156,0.0422,0.9578,98.5506,4.3555,111.8017,46.3718
2024-07-01,7753.9803,131.8241,94.9554,2563.1837,67116.9480,805452.7580,203.7956,301.0013,0.3010,1000.4500,66.6045,0.0414,0.9586,98.5533,3.7432,111.4936,48.6790
2024-07-02,8125.0377,143.0297,103.3692,2546.3001,69812.0403,837743.3907,201.3042,301.3730,0.3014,1029.3639,70.6082,0.0404,0.9596,98.5842,3.9035,112.8866,43.0692
2024-07-03,7843.7779,137.5887,98.2590,2563.1335,68337.2732,820038.9545,205.3780,306.1482,0.3061,1049.3641,75.8026,0.0413,0.9587,98.5619,4.0774,112.8271,41.0861
2024-07-04,7987.1524,136.6520,98.3706,2651.2241,67952.3851,815455.5729,195.1641,298.1661,0.2982,1017.5256,70.6184,0.0391,0.9609,98.6246,3.6477,113.2864,42.2449
2024-07-05,8185.4407,148.4441,107.8110,2702.4834,68555.4830,822693.5254,189.9416,273.2825,0.2733,907.6542,64.9312,0.0357,0.9643,98.7873,2.8119,110.9454,46.6610
2024-07-06,7650.2372,135.3306,97.4115,2595.2412,67553.7483,810712.5037,201.6760,296.6034,0.2966,1006.4019,71.3055,0.0383,0.9617,98.6491,3.6388,110.8896,38.4409
2024-07-07,7683.8988,135.0745,97.3798,2548.4452,67567.5747,810873.8933,192.3283,286.8209,0.2868,978.4145,72.4261,0.0375,0.9625,98.6709,3.2538,110.4516,45.8703
2024-07-08,8113.2572,138.6451,99.8428,2461.9481,68923.8846,827014.7150,206.0657,284.6769,0.2847,965.6048,64.2205,0.0369,0.9631,98.6987,3.2563,109.5854,39.1811
2024-07-09,8250.3471,145.4550,104.1606,2709.3693,69731.4262,836808.9645,199.7589,299.1468,0.2991,1021.1720,70.7545,0.0398,0.9602,98.6306,3.7648,109.8732,39.6766
2024-07-10,8544.4161,148.8141,107.6310,2718.9682,70751.0131,848986.3090,203.7573,277.2911,0.2773,949.5430,64.7087,0.0354,0.9646,98.7506,2.9216,108.3976,42.9034
2024-07-11,8837.9401,157.8814,113.8253,2800.1598,71687.6903,860169.0930,198.8767,250.9718,0.2510,871.3360,61.4931,0.0313,0.9687,98.8910,2.3230,108.1110,44.0115
2024-07-12,8610.3874,155.4215,112.0028,2680.6241,71072.5492,852887.0104,195.2435,267.2919,0.2673,912.3338,61.6771,0.0329,0.9671,98.8612,2.7098,105.0905,44.9612
2024-07-13,8967.6367,159.7628,115.4053,2816.1006,71454.4161,857447.0288,194.9485,243.2765,0.2433,860.0563,54.0221,0.0295,0.9705,98.9917,2.3531,104.8419,46.3171
2024-07-14,8779.6920,150.8485,109.0170,2811.0442,70024.7649,840284.0397,205.1403,240.7124,0.2407,821.7920,53.2943,0.0294,0.9706,98.9642,2.2037,104.0266,38.7872
2024-08-15,9108.2279,156.9383,112.0856,2999.2135,70902.5569,850780.2141,205.8894,243.9171,0.2439,833.5365,58.9151,0.0298,0.9702,98.9727,2.3191,106.1076,42.3379
2024-08-16,8678.7666,145.9743,105.3583,2865.7800,71287.0659,855405.0047,199.6886,223.5041,0.2235,770.1931,53.1952,0.0261,0.9739,99.0733,2.0711,106.3406,44.3947
2024-08-17,8795.6591,155.0598,111.3774,2869.2359,71711.0701,860524.9429,202.6224,220.3418,0.2203,749.0209,52.7347,0.0258,0.9742,99.1272,2.1277,107.0603,42.9281
2024-08-18,8964.2344,148.8849,107.2964,2952.1914,70949.9555,851340.4738,203.2013,215.4852,0.2155,729.4449,46.4756,0.0248,0.9752,99.1114,2.0623,103.5698,45.4456
2024-08-19,8533.1849,143.7658,103.1821,2714.4229,70499.4546,845989.7012,206.5263,195.8499,0.1958,681.8290,44.2142,0.0214,0.9786,99.2467,2.2196,103.0509,42.2403
2024-08-20,8416.6763,148.5237,106.5334,2646.1856,70735.2021,848827.4845,207.6419,177.0789,0.1771,576.6749,40.2445,0.0184,0.9816,99.3486,2.4050,101.6554,41.2562
2024-08-21,8860.0025,158.2368,114.4197,2945.3483,71382.4787,856584.1643,217.2409,169.0085,0.1690,553.7460,39.3684,0.0152,0.9848,99.4502,2.5795,103.2222,35.5296
2024-08-22,9340.4252,160.8237,115.8114,3000.3846,71790.5094,861498.5165,212.4259,184.5501,0.1846,653.6861,44.0585,0.0188,0.9812,99.3403,2.4507,104.3725,36.5956
2024-08-23,9077.0739,154.4750,111.1061,2862.6368,71244.6128,854933.0930,208.0066,206.7111,0.2067,712.6393,47.2622,0.0231,0.9769,99.2063,2.1734,104.5122,44.4456
2024-08-24,9398.3586,168.5350,121.2271,3022.6150,73525.4811,882259.8801,203.6957,188.3816,0.1884,647.9414,43.1920,0.0205,0.9795,99.2665,2.2031,104.7026,38.7425
2024-08-25,9372.3498,161.5817,116.4022,2916.4883,72425.5034,869065.2516,218.0259,201.3556,0.2014,689.1559,47.9756,0.0231,0.9769,99.2295,2.2192,104.8183,43.0278
2024-08-26,9432.9269,158.2193,113.9340,3069.5256,72375.6829,868513.9389,204.7313,195.8113,0.1958,670.0484,45.6517,0.0219,0.9781,99.2397,2.1837,104.7412,44.0371
2024-08-27,9201.0219,161.6110,115.2234,2814.2328,73472.9421,881714.1445,197.9425,207.6052,0.2076,695.1162,51.4438,0.0250,0.9750,99.1332,2.1953,105.5042,41.7734
2024-08-28,8677.5823,142.4810,102.1838,2690.9960,70712.7256,848559.0363,202.1948,214.8697,0.2149,727.9198,54.1034,0.0243,0.9757,99.1328,2.0151,106.1973,45.0980
2024-08-01,8694.3136,147.7689,106.3036,2709.8076,71614.5408,859354.7824,212.9697,229.9146,0.2299,770.0172,56.5103,0.0289,0.9711,98.9870,2.1362,106.0030,40.2162
2024-08-02,8133.2893,140.8036,101.7712,2527.0415,69212.3884,830555.5920,205.2295,205.0920,0.2051,712.2907,48.5915,0.0242,0.9758,99.1728,2.0985,105.1206,43.8565
2024-08-03,7727.5710,141.5084,102.5814,2328.8174,69256.0806,831001.1258,205.8468,215.2211,0.2152,740.4178,58.6177,0.0262,0.9738,99.0619,2.0535,107.0387,41.7490
2024-08-04,7578.3040,130.3625,93.4306,2403.0267,67708.9319,812467.7712,204.2011,217.5060,0.2175,743.3402,54.5514,0.0272,0.9728,99.0328,2.0258,106.5152,37.7377
2024-08-05,7043.4159,120.6164,87.8230,2214.5074,66278.4175,795326.1754,194.9383,219.9047,0.2199,753.3281,55.0327,0.0266,0.9734,99.0510,2.2177,105.6359,36.2090
2024-08-06,6959.6290,115.5095,83.2430,2145.9065,64491.4431,773894.9722,203.9819,204.2837,0.2043,693.8384,50.0038,0.0242,0.9758,99.1280,2.1287,108.4035,41.5424
2024-08-07,7082.9293,114.8670,82.9750,2207.7090,64827.1338,777912.8133,202.6839,223.0689,0.2231,745.2391,55.0303,0.0276,0.9724,99.0473,2.0888,108.5279,46.9042
2024-08-08,7512.5853,126.1185,90.5750,2269.3641,67885.0183,814609.5701,200.8887,220.8399,0.2208,772.6353,55.6976,0.0284,0.9716,98.9893,2.0011,108.3484,45.5358
2024-08-09,7610.6267,129.9357,93.2892,2379.1360,68746.1113,824906.1198,199.5078,222.5436,0.2225,765.5277,56.6180,0.0282,0.9718,99.0478,2.1746,106.7328,43.5087
2024-08-10,7576.2892,135.1893,98.0742,2266.7846,70135.3054,841600.9089,190.3074,215.5343,0.2155,731.6228,51.6213,0.0269,0.9731,99.0341,2.1649,105.4983,44.4564
2024-08-11,7644.3031,135.8874,97.7657,2250.1123,69662.9524,835965.4178,188.5564,210.2136,0.2102,722.8995,50.6685,0.0261,0.9739,99.0794,2.0943,107.1519,44.7647
2024-08-12,6955.6586,121.3254,87.3388,2083.6191,67517.6276,810138.1639,195.5256,217.8993,0.2179,757.3605,54.6386,0.0265,0.9735,99.0721,2.0139,106.7835,41.3841
2024-08-13,7261.9068,122.1886,88.5797,2170.3797,67364.9820,808331.9297,197.3443,212.3369,0.2123,737.3315,53.5777,0.0266,0.9734,99.0505,2.1347,108.1839,45.9723
2024-08-14,7233.8751,124.1059,90.2379,2188.5159,67912.0473,814930.7104,201.7012,215.5436,0.2155,741.8967,54.8089,0.0285,0.9715,98.9588,2.0968,106.9229,42.8815
2024-08-15,6597.6577,115.9205,82.7643,2004.7141,67048.9444,804646.4383,191.3557,210.4911,0.2105,726.7380,53.1771,0.0263,0.9737,99.0652,2.0155,107.9407,40.6043
2024-08-16,7280.8131,124.0856,89.2869,2272.6176,67999.1748,816017.0690,188.9945,207.9080,0.2079,705.0474,50.1177,0.0260,0.9740,99.0894,2.2396,108.1653,53.5002
2024-09-17,7148.7581,129.0575,92.9544,2041.7826,68824.9129,825961.3281,203.1173,219.9255,0.2199,765.2727,53.3423,0.0285,0.9715,98.9820,2.1448,107.7284,44.0769
2024-09-18,7091.8294,115.4510,84.0537,2002.9815,67811.9164,813796.5091,200.0454,217.2632,0.2173,751.2893,54.8269,0.0281,0.9719,99.0234,2.0370,105.6720,41.7555
2024-09-19,6444.1436,108.8679,79.6344,1912.0658,65476.2494,785697.1070,202.1867,210.5193,0.2105,728.3748,54.0888,0.0278,0.9722,98.9916,2.0550,107.3464,44.3757
2024-09-20,6466.2188,109.4655,78.8310,1977.3147,65970.7402,791646.1010,201.4472,179.1460,0.1791,594.1727,46.7449,0.0221,0.9779,99.2342,2.4698,107.5889,38.5242
2024-09-21,6448.2364,105.1229,75.9129,1951.3394,65808.0561,789649.8293,199.5297,186.5414,0.1865,643.0917,52.7006,0.0243,0.9757,99.1899,2.3774,107.6455,38.4943
2024-09-22,6274.4777,104.1557,75.4590,1825.3243,65841.8987,790149.6319,199.2121,180.0087,0.1800,621.1895,47.3096,0.0232,0.9768,99.2060,2.4435,108.7963,47.7800
2024-09-23,6435.9263,112.7322,81.7750,1864.8149,65978.4566,791770.5478,198.8060,164.4718,0.1645,569.9883,42.5620,0.0191,0.9809,99.3512,2.7645,107.6889,43.9524
2024-09-24,7306.6494,119.1844,85.6999,2129.5836,69102.3912,829252.2915,200.0337,192.1000,0.1921,622.2830,46.8175,0.0242,0.9758,99.1456,2.2120,109.4876,38.9103
2024-09-25,7041.7997,122.5351,88.6903,2171.6230,68162.4130,817975.3975,197.7495,210.7671,0.2108,694.6274,59.3279,0.0289,0.9711,98.9792,2.2311,110.5626,37.2962
2024-09-26,7214.8162,126.4202,90.7247,2103.9792,69270.1093,831259.6919,198.7451,230.7758,0.2308,788.9609,58.7491,0.0307,0.9693,98.9473,2.1338,111.3459,41.7750
2024-09-27,7620.0250,128.4172,91.1936,2261.5487,70697.8227,848382.2104,194.5964,230.6181,0.2306,773.3760,59.9458,0.0311,0.9689,98.9034,2.1635,112.1854,38.9858
2024-09-28,7689.5970,136.4917,97.6434,2189.2927,70790.5137,849497.1842,198.2114,201.9627,0.2020,692.2566,50.1318,0.0258,0.9742,99.1102,2.1697,111.5129,45.9870
2024-09-01,8360.9805,143.7687,103.6661,2528.6303,71222.3373,854716.3647,200.3440,190.4625,0.1905,647.2838,49.9752,0.0253,0.9747,99.0935,2.2384,111.4381,36.3581
2024-09-02,8024.7172,139.0909,100.5777,2361.8752,71342.3522,856076.8355,200.1949,175.5534,0.1756,608.2416,46.2250,0.0214,0.9786,99.2602,2.5381,112.0965,45.6831
2024-09-03,8293.9870,145.7595,103.8872,2439.2763,72596.9266,871121.4814,205.2039,181.9637,0.1820,612.5914,50.6790,0.0223,0.9777,99.2220,2.4711,111.6162,39.0224
2024-09-04,8954.5795,160.6233,114.8121,2644.4343,74776.1523,897314.0018,203.3122,216.9584,0.2170,725.3593,53.2632,0.0277,0.9723,98.9846,1.9645,113.3702,38.3274
2024-09-05,9059.0055,162.6297,117.1285,2689.9958,75256.4151,903123.2875,208.4158,243.3063,0.2433,834.3958,62.8493,0.0331,0.9669,98.8381,2.2648,114.4876,42.1533
2024-09-06,8843.8532,162.6153,115.4767,2799.3176,74823.3098,897889.3463,205.5127,230.1648,0.2302,779.8769,58.7970,0.0313,0.9687,98.9160,2.2240,116.2892,38.2617
2024-09-07,9245.6269,164.8432,119.0134,2800.6148,76257.6464,915083.6375,204.0682,226.1172,0.2261,755.0696,60.0565,0.0308,0.9692,98.9326,2.2099,114.6239,40.2789
2024-09-08,9689.2377,170.5993,123.3920,2945.6704,78257.4954,939123.2501,200.2061,242.1636,0.2422,799.7041,63.6137,0.0335,0.9665,98.8344,2.2348,116.6055,40.3535
2024-09-09,9963.9303,176.6296,125.7649,2949.6315,77613.5526,931367.1658,201.8744,231.5388,0.2315,826.4948,61.5457,0.0313,0.9687,98.9318,2.1985,116.1526,34.7960
2024-09-10,9687.3757,171.2638,123.7419,2829.7176,76715.2140,920506.9218,208.5482,253.4081,0.2534,857.7965,65.9822,0.0357,0.9643,98.7507,2.4456,115.3697,38.4683
2024-09-11,9999.2145,184.4624,132.7749,2887.5178,79047.2029,948526.4036,210.9967,239.0601,0.2391,810.4594,61.3407,0.0319,0.9681,98.8691,2.2359,115.1542,43.0096
2024-09-12,9843.4050,170.6296,123.6065,2940.1928,77278.7701,927261.9854,208.7462,220.6662,0.2207,726.7410,55.9496,0.0285,0.9715,99.0202,2.0671,116.9826,35.8154
2024-09-13,10072.7442,176.6506,127.3849,3063.7405,77201.8786,926413.8618,205.2256,233.8135,0.2338,783.0364,59.2234,0.0307,0.9693,98.9674,2.2371,117.6660,37.9226
2024-09-14,10119.9197,181.4419,130.5803,3089.0505,77901.2863,934797.7236,203.0324,248.0745,0.2481,842.0728,63.6298,0.0329,0.9671,98.8407,2.4188,118.2802,39.2427
2024-09-15,9677.4285,172.6890,124.4553,2856.9096,76812.2167,921764.2355,210.3164,235.8343,0.2358,806.4269,60.0811,0.0313,0.9687,98.9357,2.2914,119.6534,44.7093
2024-09-16,9888.6655,183.4070,132.5752,3057.5460,78545.0190,942624.5410,201.2068,254.5292,0.2545,875.5311,59.7785,0.0339,0.9661,98.8094,2.4710,121.0801,44.7109
2024-09-17,10351.8735,187.7880,135.3627,3135.4375,79167.3366,949984.4152,202.3252,243.1811,0.2432,818.1644,58.8877,0.0314,0.9686,98.8728,2.2852,122.5921,46.4112
2024-09-18,9755.2732,178.7810,128.8050,3060.8891,77702.5039,932430.5096,198.3429,254.0689,0.2541,870.3095,62.5604,0.0351,0.9649,98.7529,2.5154,123.8533,39.0980
2024-10-19,10155.7316,185.3100,132.7787,3109.1047,78829.0816,945933.9371,199.8023,248.4547,0.2485,859.4519,57.7430,0.0333,0.9667,98.8179,2.5542,124.3549,44.3984
2024-10-20,9761.0937,186.1430,134.3243,3013.2337,79624.6602,955384.0453,182.8709,244.7290,0.2447,826.3126,62.6206,0.0325,0.9675,98.8874,2.2839,125.1068,42.6714
2024-10-21,9499.6241,175.5046,126.4435,2893.4230,77961.7733,935511.1066,192.5452,250.5990,0.2506,851.7102,65.5284,0.0340,0.9660,98.8130,2.3815,123.6116,38.0901
2024-10-22,9103.3789,169.2804,122.8503,2781.7162,77611.9435,931314.8368,189.8702,265.6899,0.2657,881.6656,67.4144,0.0352,0.9648,98.7560,2.7978,123.5583,43.5165
2024-10-23,9471.9443,169.5536,122.1387,2948.0518,77203.5913,926454.2207,193.4625,261.5422,0.2615,879.6963,65.7393,0.0353,0.9647,98.7664,2.5274,121.0551,41.9358
2024-10-24,9799.8400,175.1532,126.1348,3090.5761,78037.9370,936422.0350,196.7794,289.6121,0.2896,968.1764,74.2719,0.0403,0.9597,98.6187,3.2410,121.0667,39.9773
2024-10-25,9805.2480,176.8165,127.0681,3109.2471,77848.7490,934133.7568,190.1154,295.6259,0.2956,1013.8828,68.0593,0.0404,0.9596,98.5850,3.6753,121.3097,38.7260
2024-10-26,9537.1030,181.4128,131.0403,2947.8087,78387.1301,940669.2342,185.2068,299.9435,0.2999,1018.0709,76.7641,0.0421,0.9579,98.5125,3.8691,120.5242,37.1314
2024-10-27,9749.2614,183.2919,131.9386,2989.1288,78264.6736,939173.7000,191.5844,291.3773,0.2914,1010.7835,66.1986,0.0390,0.9610,98.6429,3.5390,120.0158,43.4479
2024-10-28,9722.6866,177.6100,127.6023,3089.3495,78566.9682,942768.1895,184.5478,308.5800,0.3086,1052.0065,76.2459,0.0426,0.9574,98.4935,4.2097,121.3892,43.2776
2024-10-01,10336.0843,188.8672,136.8400,3338.9870,79848.0097,958146.1559,189.7661,286.8193,0.2868,985.5640,69.8088,0.0382,0.9618,98.6745,3.3662,121.0810,41.0920
2024-10-02,10370.5367,192.7802,139.7455,3249.5870,80505.5062,966054.3381,183.0603,292.6981,0.2927,1002.0428,71.3949,0.0390,0.9610,98.6558,3.4645,121.2107,40.8072
2024-10-03,10468.0666,198.6330,142.8634,3290.6911,82011.3666,984169.2627,175.9069,305.1474,0.3051,1040.5362,75.7668,0.0418,0.9582,98.5395,4.0635,123.5911,40.1625
2024-10-04,10689.1082,204.0495,146.4833,3364.7678,82613.1341,991414.4951,170.4607,290.3284,0.2903,974.4265,71.3244,0.0390,0.9610,98.6256,3.3606,124.0856,44.2259
2024-10-05,10413.7890,204.5374,147.8915,3332.7443,81041.5594,972446.8856,169.3673,269.4814,0.2695,937.1720,62.0299,0.0343,0.9657,98.8026,2.6895,125.2878,42.5344
2024-10-06,10221.8696,196.2220,140.9409,3316.5773,80727.6208,968778.1517,179.1972,269.5347,0.2695,915.8317,62.0225,0.0352,0.9648,98.7400,2.7725,125.9262,36.6228
2024-10-07,10874.9125,202.0201,146.9123,3410.0928,82720.1779,992644.5710,181.8053,286.1444,0.2861,950.7057,65.4089,0.0375,0.9625,98.7188,3.1982,126.7022,42.2072
